num,API num,API,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Magnesium Stearate,Gum,Chitosan,Sodium saccharin,Talc,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,Weight(mg),HARDNESS,FRIABILITY,THICKNESS (mm) (mean),Wetting time (s) (mean),Drug content (%) (mean),DISINTEGRATION_TIME,Water absorption ratio,DIAMETER(mm) (Mean),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS
1669,374-3,Metoclopramide hydrochloride,10,15,108.95,0,0,0,1.5,0,0,0.3,3,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.1,0.59,2.93,230.3,98.07,210.7,58.76,0,0.437,0.571,23.46,1.31,29.2,336.3,1.85,3,4,7,67.6,21,300,-2.9
1670,374-4,Metoclopramide hydrochloride,10,15,105.2,0,0,0,1.5,0,0,0.3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2.9,0.74,3.1,119,98.32,82.7,69.94,0,0.438,0.573,23.53,1.31,26.6,336.3,1.85,3,4,7,67.6,21,300,-2.9
1671,374-5,Metoclopramide hydrochloride,10,15,116.45,0,0,0,1.5,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,150,3.5,0.59,2.9,209.3,98.173,204,57.86,0,0.498,0.67,25.67,1.35,28,336.3,1.85,3,4,7,67.6,21,300,-2.9
1672,374-6,Metoclopramide hydrochloride,10,15,112.7,0,0,0,1.5,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,150,3.33,0.65,3.1,169.7,96.97,124.3,105.3,0,0.475,0.635,25.2,1.34,28,336.3,1.85,3,4,7,67.6,21,300,-2.9
1673,374-7,Metoclopramide hydrochloride,10,15,108.95,0,0,0,1.5,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,150,3,0.7,3.03,83,97.58,54.3,115.9,0,0.477,0.627,23.9,1.31,26.6,336.3,1.85,3,4,7,67.6,21,300,-2.9
1674,374-8,Metoclopramide hydrochloride,10,15,105.2,0,0,0,1.5,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,150,3,1.3,3,50,97.2,32,142.5,0,0.472,0.609,22.5,1.29,25.1,336.3,1.85,3,4,7,67.6,21,300,-2.9
1675,371-1,metoprolol tartrate,100,0,94,20,6,0,3,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,3.5,0.39,4.9,43,0,38,90.71,0,0,0,0,0,0,684.8,1.64,8,14,21,217,48,349,-1.82
1676,371-2,metoprolol tartrate,100,0,94,10,6,0,3,0,0,0,3,0,0,0,0,0,46,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,3.2,0.4,4.2,45,0,32,92.45,0,0,0,0,0,0,684.8,1.64,8,14,21,217,48,349,-1.82
1677,371-3,metoprolol tartrate,100,0,94,20,6,0,3,0,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3.6,0.33,4.1,47,0,34,90.23,0,0,0,0,0,0,684.8,1.64,8,14,21,217,48,349,-1.82
1678,371-4,metoprolol tartrate,100,0,94,0,6,0,3,0,0,0,3,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,3.3,0.39,4.3,38,0,28,57.32,0,0,0,0,0,0,684.8,1.64,8,14,21,217,48,349,-1.82
1679,371-5,metoprolol tartrate,100,0,94,20,6,0,3,0,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3.7,0.32,4.1,38,0,69,93.45,0,0,0,0,0,0,684.8,1.64,8,14,21,217,48,349,-1.82
1680,480-1,Olanzapine,10,65,65,0,0,0,2.5,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4,0.51,2.82,58,99.5,48,0,12.9,0.425,0.476,10.86,1.122,25.89,312.4,2.9,1,4,1,59.1,22,432,-3.63
1681,480-2,Olanzapine,10,62.5,65,0,0,0,2.5,0,0,0,2.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.2,0.49,2.84,44,100.5,34,0,12.87,0.37,0.435,14.94,1.176,27.09,312.4,2.9,1,4,1,59.1,22,432,-3.63
1682,480-3,Olanzapine,10,60,65,0,0,0,2.5,0,0,0,2.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.5,0.52,2.9,50,101.5,45,0,12.86,0.392,0.465,15.69,1.186,26.52,312.4,2.9,1,4,1,59.1,22,432,-3.63
1683,480-4,Olanzapine,10,65,65,0,0,0,2.5,0,0,0,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.6,0.47,2.85,42,101.5,32,0,12.85,0.408,0.483,15.51,1.184,28.41,312.4,2.9,1,4,1,59.1,22,432,-3.63
1684,480-5,Olanzapine,10,62.5,65,0,0,0,2.5,0,0,0,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.2,0.46,3.81,30,98.9,21,0,12.87,0.352,0.413,14.76,1.173,26.47,312.4,2.9,1,4,1,59.1,22,432,-3.63
1685,480-6,Olanzapine,10,60,65,0,0,0,2.5,0,0,0,2.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.4,0.48,3.82,29,100.4,18,0,12.89,0.377,0.424,11.08,1.125,27.31,312.4,2.9,1,4,1,59.1,22,432,-3.63
1686,480-7,Olanzapine,10,65,65,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.2,0.54,3.86,56,99.84,47,0,12.84,0.382,0.449,14.9,1.175,25.49,312.4,2.9,1,4,1,59.1,22,432,-3.63
1687,480-8,Olanzapine,10,62.5,65,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.4,0.49,3.88,46,99.95,46,0,12.87,0.413,0.487,15.19,1.179,26.14,312.4,2.9,1,4,1,59.1,22,432,-3.63
1688,480-9,Olanzapine,10,60,65,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.7,0.49,3.87,49,99.67,45,0,12.87,0.382,0.413,14.81,1.173,26.47,312.4,2.9,1,4,1,59.1,22,432,-3.63
1689,485-1,Bambuterol Hydrochloride,10,0,130,40,0,0,5,0,0,0,5,0,0,0,40,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3.2,0.32,4.2,32,0,30,78.45,0,0,0,0,0,0,403.9,1.39,3,6,8,91.3,27,446,-2.53
1690,485-2,Bambuterol Hydrochloride,10,0,130,50,0,0,5,0,0,0,5,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3.6,0.35,4.4,37,0,31,73.57,0,0,0,0,0,0,403.9,1.39,3,6,8,91.3,27,446,-2.53
1691,485-3,Bambuterol Hydrochloride,10,0,130,40,0,0,5,0,0,0,5,0,0,0,30,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3.7,0.29,4.3,31,0,33,80.12,0,0,0,0,0,0,403.9,1.39,3,6,8,91.3,27,446,-2.53
1692,485-4,Bambuterol Hydrochloride,10,0,130,30,0,0,5,0,0,0,5,0,0,0,40,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3.5,0.36,4.3,34,0,29,90.89,0,0,0,0,0,0,403.9,1.39,3,6,8,91.3,27,446,-2.53
1693,485-5,Bambuterol Hydrochloride,10,0,180,0,0,0,5,0,0,0,5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,0.27,4.2,61,0,58,61.99,0,0,0,0,0,0,403.9,1.39,3,6,8,91.3,27,446,-2.53
1694,486-1,Bisoprolol,20,60,102,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.6,0.24,3.3,75,100.5,78,0,0,0.4,0.45,11.11,1.12,32.15,325.4,1.9,2,5,12,60,23,278,-2.29
1695,486-2,Bisoprolol,20,60,100,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.5,0.21,3.4,63,99.23,66,0,0,0.4,0.44,9.09,1.1,30.44,325.4,1.9,2,5,12,60,23,278,-2.29
1696,486-3,Bisoprolol,20,60,98,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.6,0.24,3.3,52,101.3,56,0,0,0.43,0.5,14,1.16,28.85,325.4,1.9,2,5,12,60,23,278,-2.29
1697,486-4,Bisoprolol,20,60,102,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.2,0.35,3.5,67,102.5,71,0,0,0.43,0.49,12.24,1.13,32.35,325.4,1.9,2,5,12,60,23,278,-2.29
1698,486-5,Bisoprolol,20,60,100,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.27,3.2,50,99.1,53,0,0,0.41,0.47,12.76,1.14,29.45,325.4,1.9,2,5,12,60,23,278,-2.29
1699,486-6,Bisoprolol,20,60,98,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.27,3.5,42,100.6,46,0,0,0.38,0.43,11.62,1.13,29.3,325.4,1.9,2,5,12,60,23,278,-2.29
1700,486-7,Bisoprolol,20,60,102,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.9,0.25,3.3,64,100.9,67,0,0,0.4,0.45,11.11,1.12,33.6,325.4,1.9,2,5,12,60,23,278,-2.29
1701,486-8,Bisoprolol,20,60,100,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.6,0.24,3.2,43,101.3,46,0,0,0.41,0.46,10.86,1.12,32.22,325.4,1.9,2,5,12,60,23,278,-2.29
1702,486-9,Bisoprolol,20,60,98,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.6,0.35,3.3,22,102.5,25,0,0,0.41,0.47,12.76,1.14,28.65,325.4,1.9,2,5,12,60,23,278,-2.29
1703,487-1,Nortriptyline,10,28,50,0,0,0,0.2,0,0,0,0,0,0,10,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.5,0.85,2.86,0,95.23,45,0,0,0.37,0.41,14.72,1.58,28.26,263.4,4.5,1,1,3,12,20,307,-4.9
1704,487-2,Nortriptyline,10,28,47.5,0,0,0,0.2,0,0,0,0,0,0,12.5,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.3,0.7,2.63,0,96.32,40,0,0,0.38,0.43,11.66,1.3,27.82,263.4,4.5,1,1,3,12,20,307,-4.9
1705,487-3,Nortriptyline,10,28,45,0,0,0,0.2,0,0,0,0,0,0,15,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.2,0.75,2.8,0,99.18,37,0,0,0.35,0.4,18.17,1.24,27.4,263.4,4.5,1,1,3,12,20,307,-4.9
1706,487-4,Nortriptyline,10,28,50,0,0,0,0.2,0,0,0,0,0,0,0,10,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.5,0.85,2.83,0,99.07,35,0,0,0.37,0.44,20.51,1.17,27.92,263.4,4.5,1,1,3,12,20,307,-4.9
1707,487-5,Nortriptyline,10,28,47.5,0,0,0,0.2,0,0,0,0,0,0,0,12.5,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.3,0.77,2.6,0,99.01,32,0,0,0.35,0.42,13.96,1.17,28.04,263.4,4.5,1,1,3,12,20,307,-4.9
1708,487-6,Nortriptyline,10,28,45,0,0,0,0.2,0,0,0,0,0,0,0,15,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.6,0.85,2.53,0,98.89,29,0,0,0.37,0.43,12.32,1.18,27.81,263.4,4.5,1,1,3,12,20,307,-4.9
1709,488-1,Lansoprazole,20,162,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.34,0.76,3.13,79.1,96.1,101.34,220.33,0,0.48,0.67,27.16,1.37,34.16,369.4,2.8,1,8,5,87.1,25,480,-4.14
1710,488-2,Lansoprazole,20,157,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.74,0.61,3.28,65.2,96.57,92.49,241.34,0,0.5,0.71,26.86,1.35,33.87,369.4,2.8,1,8,5,87.1,25,480,-4.14
1711,488-3,Lansoprazole,20,152,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.56,0.6,3.32,56.4,97.36,82.95,263.35,0,0.53,0.73,25.28,1.31,33.34,369.4,2.8,1,8,5,87.1,25,480,-4.14
1712,488-4,Lansoprazole,20,162,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.28,0.91,3.22,75.6,95.1,201.61,180.13,0,0.51,0.68,22.06,1.3,31.62,369.4,2.8,1,8,5,87.1,25,480,-4.14
1713,488-5,Lansoprazole,20,157,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.65,0.78,3.3,29.8,96.56,163.16,201.19,0,0.52,0.65,20.48,1.26,32.52,369.4,2.8,1,8,5,87.1,25,480,-4.14
1714,488-6,Lansoprazole,20,152,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.54,0.68,3.19,40.6,96.69,138.56,217.38,0,0.54,0.66,18.98,1.24,31.99,369.4,2.8,1,8,5,87.1,25,480,-4.14
1715,488-7,Lansoprazole,20,162,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.78,0.93,3.3,43.5,97.68,68.19,160.32,0,0.53,0.64,16.65,1.2,33.31,369.4,2.8,1,8,5,87.1,25,480,-4.14
1716,488-8,Lansoprazole,20,157,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.36,0.87,3.26,30.6,97.15,45.06,186.12,0,0.55,0.65,14.85,1.18,31.34,369.4,2.8,1,8,5,87.1,25,480,-4.14
1717,488-9,Lansoprazole,20,152,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.58,0.56,3.32,11.4,97.68,22.68,191.38,0,0.56,0.64,13.01,1.17,33.26,369.4,2.8,1,8,5,87.1,25,480,-4.14
1718,488-10,Lansoprazole,20,162,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5.72,0.87,3.2,62.1,97.62,79.35,165.35,0,0.52,0.65,16.97,1.21,33.74,369.4,2.8,1,8,5,87.1,25,480,-4.14
1719,488-11,Lansoprazole,20,157,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.1,0.73,3.28,31.6,97.15,45.19,181.21,0,0.53,0.64,15.23,1.18,34.76,369.4,2.8,1,8,5,87.1,25,480,-4.14
1720,488-12,Lansoprazole,20,152,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.29,0.62,3.12,25.8,97.22,31.86,195.7,0,0.54,0.66,14.75,1.17,32.12,369.4,2.8,1,8,5,87.1,25,480,-4.14
1721,489-1,Zolpidem Tartrate,5,60,20,25,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3.66,0.6,2.17,0,99.43,40.15,9.18,0,0.46,0.52,11.53,1.13,26,764.9,2.26,4,10,9,190,56,551,-3.65
1722,489-2,Zolpidem Tartrate,5,60,20,30,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3.68,0.79,2.26,0,99.06,38.69,9.96,0,0.49,0.53,7.54,1.08,31,764.9,2.26,4,10,9,190,56,551,-3.65
1723,489-3,Zolpidem Tartrate,5,60,20,35,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.74,0.88,2.21,0,100.02,34.03,8.34,0,0.43,0.45,4.44,1.04,29,764.9,2.26,4,10,9,190,56,551,-3.65
1724,489-4,Zolpidem Tartrate,5,60,20,0,2,0,1,0,0,0,3,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3.69,0.66,2.16,0,99.8,31.64,10.46,0,0.5,0.57,12.28,1.14,25,764.9,2.26,4,10,9,190,56,551,-3.65
1725,489-5,Zolpidem Tartrate,5,60,20,0,2,0,1,0,0,0,3,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3.68,0.89,2.15,0,99.58,27.26,10.24,0,0.41,0.45,8.88,1.09,33,764.9,2.26,4,10,9,190,56,551,-3.65
1726,489-6,Zolpidem Tartrate,5,60,20,0,2,0,1,0,0,0,3,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.64,0.56,2.22,0,99.88,24.39,9.73,0,0.48,0.55,4.44,1.14,29,764.9,2.26,4,10,9,190,56,551,-3.65
1727,489-7,Zolpidem Tartrate,5,0,80,0,2,0,1,0,0,0,3,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2.71,1.08,2.23,0,99.36,16.25,9.62,0,0.42,0.45,6.66,1.07,34,764.9,2.26,4,10,9,190,56,551,-3.65
1728,489-8,Zolpidem Tartrate,5,0,0,0,2,0,1,0,0,0,3,0,0,0,35,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.77,0.91,2.27,0,99.21,31.98,9.57,0,0.39,0.43,9.3,1.1,27,764.9,2.26,4,10,9,190,56,551,-3.65
1729,489-9,Zolpidem Tartrate,5,80,0,0,2,0,1,0,0,0,3,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.71,0.85,2.21,0,100.76,37.41,9.39,0,0.43,0.47,8.51,1.09,30,764.9,2.26,4,10,9,190,56,551,-3.65
1730,492-1,Aceclofenac,100,77,0,4,10,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4,0.76,2.69,0,100,27,0,8.79,0,0,0,0,0,354.2,4.3,2,5,7,75.6,23,411,-4.76
1731,493-1,Candesartan Cilexetil,16,310,50,12,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,4.57,0.612,4,33.54,98.65,36.54,59.54,0,0.4,0.461,13.23,1.15,29.29,610.7,7,1,10,13,143,45,962,-10.05
1732,493-2,Candesartan Cilexetil,16,306,50,16,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,3.75,0.376,4,35.11,98.65,38.65,61.75,0,0.377,0.402,7.12,1.08,27.34,610.7,7,1,10,13,143,45,962,-10.05
